key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
60,"",0,"",0,0,1,0,0,"ModelChara#1011",2,"",45,15,15,0,0,"MountCustomize#21","music/ffxiv/BGM_Ride_Alex.scd","SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,,0,50,False,0,0,100,0,"MountAction#10",False,False,True,False,False,0,0,False,False,0,21,39,False,40,False
61,"",0,"",0,0,1,0,0,"ModelChara#1011",2,"",45,15,15,0,0,"MountCustomize#21","music/ffxiv/BGM_Ride_Alex.scd","SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,,0,50,False,0,0,100,0,"MountAction#11",False,False,True,False,False,0,0,False,False,0,21,39,False,40,False
62,"ウィッチズブルーム",0,"",0,0,1,0,0,"ModelChara#1326",2,"",45,15,15,1,2,"MountCustomize#22","music/ffxiv/BGM_Ride_Broom.scd","SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,False,True,0,0,0,0,44,"ui/icon/004000/004045.tex",16000,100,False,0,0,70,0,"MountAction#33",True,True,False,False,False,0,0,False,False,21,24,43,False,42,False
63,"",0,"",0,0,1,0,0,"ModelChara#1326",2,"",45,15,15,0,0,"MountCustomize#22","music/ffxiv/BGM_Ride_Broom.scd","SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,100,0,"MountAction#13",True,False,False,False,False,0,0,False,False,21,24,43,False,42,False
64,"",0,"",0,0,0,0,0,"ModelChara#0",0,"",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,0,0,0,False,0,False
65,"",0,"",0,0,0,0,0,"ModelChara#0",0,"",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,0,0,0,False,0,False
66,"",0,"",0,0,1,0,0,"ModelChara#1161",2,"",45,15,50,1,2,"MountCustomize#19","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_CeronWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CeronBye",20,20,False,True,0,0,0,0,-1,,0,60,False,9,3,60,0,"MountAction#14",True,False,False,False,False,0,0,False,False,19,23,41,False,42,False
67,"ペガサス",0,"",0,0,1,0,0,"ModelChara#1065",2,"",45,15,80,1,2,"MountCustomize#24","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,46,"ui/icon/004000/004047.tex",3020,65,False,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
68,"リウィア専用魔導アーマー",0,"",0,0,1,0,0,"ModelChara#2",2,"",45,0,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_MagitekSpecial.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,393217,0,0,47,"ui/icon/004000/004048.tex",10002,77,False,0,0,70,0,"MountAction#2",False,True,False,False,False,0,0,False,False,30,23,41,False,40,False
69,"ネロ専用魔導アーマー",0,"",0,0,1,0,0,"ModelChara#2",2,"",45,0,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_MagitekSpecial.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,327681,0,0,48,"ui/icon/004000/004049.tex",10003,77,False,0,0,70,0,"MountAction#2",False,True,False,False,False,0,0,False,False,30,23,41,False,40,False
70,"ワイバーン",0,"",0,0,1,0,0,"ModelChara#1412",2,"",45,15,50,1,2,"MountCustomize#25","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,False,True,0,0,0,0,49,"ui/icon/004000/004050.tex",1020,120,False,9,3,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,21,39,False,38,False
71,"SDSフェンリル",0,"",0,0,1,0,0,"ModelChara#964",2,"",45,15,15,1,2,"MountCustomize#65","music/ffxiv/BGM_Ride_Bike.scd","SE_Bt_Etc_BikeWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_BikeBye",0,10,False,True,0,0,0,0,127,"ui/icon/004000/004135.tex",10180,100,False,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,13,24,43,False,44,False
72,"コンガマトー",0,"",0,0,1,0,0,"ModelChara#1411",2,"",45,0,60,1,2,"MountCustomize#26","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_EnsaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_EnsaBye",15,9,False,True,0,0,0,0,50,"ui/icon/004000/004051.tex",5020,65,False,0,0,60,0,"MountAction#0",True,False,False,False,False,0,0,False,False,9,21,39,False,40,False
73,"ズー",0,"",0,0,1,0,0,"ModelChara#1446",2,"",45,15,60,1,2,"MountCustomize#27","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ZooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ZooBye",20,20,False,True,0,0,0,0,51,"ui/icon/004000/004052.tex",1030,55,False,9,3,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,21,41,False,40,False
74,"ベンヌ",0,"",0,0,1,0,0,"ModelChara#1447",2,"",45,15,60,1,2,"MountCustomize#27","music/ffxiv/BGM_Ride_Bennu.scd","SE_Bt_Etc_BennuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BennuWhistle_only",20,20,False,True,0,0,0,0,52,"ui/icon/004000/004053.tex",1031,55,False,9,3,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,21,41,False,40,False
75,"ホワイトラナー",0,"",0,0,1,0,0,"ModelChara#1511",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_Bismark.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,53,"ui/icon/004000/004054.tex",30100,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
76,"ラースラナー",0,"",0,0,1,0,0,"ModelChara#1512",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_Ravana.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,54,"ui/icon/004000/004055.tex",30101,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
77,"ラナー・オブ・ラウンド",0,"",0,0,1,0,0,"ModelChara#1513",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_KoR.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,55,"ui/icon/004000/004056.tex",30102,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
78,"ウォーリングラナー",0,"",0,0,1,0,0,"ModelChara#1514",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_Sephiroth.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,56,"ui/icon/004000/004057.tex",30103,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
79,"",0,"",0,0,1,0,0,"ModelChara#1411",2,"",45,0,60,1,2,"MountCustomize#26","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_EnsaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_EnsaBye",15,9,False,True,0,0,0,0,-1,,0,65,False,0,0,60,0,"MountAction#15",False,False,False,False,False,0,0,False,False,9,21,39,False,40,False
80,"グローリア号",0,"",0,0,1,0,0,"ModelChara#1444",2,"",45,15,15,1,2,"MountCustomize#29","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_CyoukogataWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CyoukogataBye",0,10,False,True,0,0,0,0,57,"ui/icon/004000/004058.tex",11010,140,False,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,17,18,37,False,37,False
81,"筋斗雲",0,"",0,0,1,0,0,"ModelChara#1505",2,"",45,15,15,1,2,"MountCustomize#30","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_KintounWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KintounBye",20,20,False,True,0,0,0,0,58,"ui/icon/004000/004059.tex",16010,100,False,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,16,19,37,False,52,False
82,"初代でぶチョコボ",0,"",0,0,1,0,0,"ModelChara#1520",2,"",45,0,15,1,0,"MountCustomize#0","music/ffxiv/BGM_Ride_DEBUChocobo.scd","SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,59,"ui/icon/004000/004060.tex",302,100,False,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,37,False,37,False
83,"アストロペ",0,"",0,0,1,0,0,"ModelChara#1476",2,"",45,15,80,1,2,"MountCustomize#31","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,60,"ui/icon/004000/004061.tex",3030,65,False,0,0,60,1,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
84,"でぶモーグリ",0,"",0,0,1,0,0,"ModelChara#1532",2,"",45,15,15,1,2,"MountCustomize#32","music/ffxiv/BGM_Ride_Mogle.scd","SE_Bt_Etc_MogKikyuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MogKikyuuBye",20,10,False,True,0,0,0,0,61,"ui/icon/004000/004062.tex",400,100,False,0,0,50,1,"MountAction#20",True,True,False,False,False,0,0,False,False,17,19,37,False,37,False
85,"",0,"",0,0,1,0,0,"ModelChara#820",2,"",45,15,15,0,0,"MountCustomize#7","music/ffxiv/BGM_Ride_CommonMonster.scd","SE_Bt_Etc_WaterRizardWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WaterRizardBye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,100,0,"MountAction#16",False,False,False,False,False,0,0,False,False,32,21,43,False,42,False
86,"クラウドマロウ",0,"",0,0,1,0,0,"ModelChara#1515",2,"",45,15,15,1,2,"MountCustomize#33","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_PopoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PopoBye",20,10,False,True,0,0,0,0,63,"ui/icon/004000/004063.tex",16020,100,False,0,0,70,0,"MountAction#19",True,True,False,False,False,0,0,False,False,17,20,37,False,40,False
87,"ウィスパー号",0,"",0,0,1,0,0,"ModelChara#1534",2,"",45,15,15,1,2,"MountCustomize#34","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_YoukaiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YoukaiBye",0,10,False,True,0,0,0,0,64,"ui/icon/004000/004064.tex",40500,200,False,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,18,20,43,False,42,False
88,"",0,"",0,0,1,0,0,"ModelChara#1412",2,"",45,15,50,1,2,"MountCustomize#25","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,False,True,0,0,0,0,-1,,0,120,False,9,3,60,0,"MountAction#17",True,False,False,False,False,0,0,False,False,8,21,39,False,38,False
89,"",0,"",0,0,1,0,0,"ModelChara#1515",2,"",45,15,15,1,2,"MountCustomize#33","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_PopoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PopoBye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,70,0,"MountAction#18",True,False,False,False,False,0,0,False,False,17,20,37,False,40,False
90,"ダークラナー",0,"",0,0,1,0,0,"ModelChara#1580",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_Nidhogg.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,65,"ui/icon/004000/004065.tex",30104,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
91,"浮行システム",0,"",0,0,1,0,0,"ModelChara#1636",2,"",45,15,15,1,0,"MountCustomize#16","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,False,True,0,0,0,0,66,"ui/icon/004000/004066.tex",10501,100,False,12,4,100,0,"MountAction#9",True,True,False,False,False,0,0,False,False,17,19,39,False,40,False
92,"ヘッドマウント",0,"",0,0,1,0,0,"ModelChara#1635",2,"",45,15,70,1,2,"MountCustomize#4","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",20,10,False,True,0,0,0,0,67,"ui/icon/004000/004068.tex",5010,100,False,0,0,50,0,"MountAction#0",True,False,False,False,False,0,0,False,False,19,23,41,False,44,False
93,"マーナガルム",0,"",0,0,1,0,0,"ModelChara#1629",2,"",45,15,70,1,2,"MountCustomize#35","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,68,"ui/icon/004000/004067.tex",3281,100,False,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
94,"ウィスパー号改",0,"",0,0,1,0,0,"ModelChara#1646",2,"",45,15,15,1,2,"MountCustomize#34","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_YoukaiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YoukaiBye",0,10,False,True,0,0,0,0,69,"ui/icon/004000/004069.tex",40501,200,False,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,18,20,43,False,42,False
95,"轟天",0,"",0,0,1,0,0,"ModelChara#1585",2,"",45,70,70,1,2,"MountCustomize#36","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,70,"ui/icon/004000/004074.tex",40600,100,False,0,0,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
96,"銀牙",0,"",0,0,1,0,0,"ModelChara#1586",2,"",45,70,70,1,2,"MountCustomize#36","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,71,"ui/icon/004000/004075.tex",40601,100,False,0,0,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
97,"仙術熊猫",0,"",0,0,1,0,0,"ModelChara#1593",2,"",45,15,70,1,2,"MountCustomize#9","music/ffxiv/BGM_Ride_Kyellow.scd","SE_Bt_Etc_PandaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PandaBye",20,10,False,True,0,0,0,0,72,"ui/icon/004000/004070.tex",3252,65,False,12,3,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,38,False
98,"ゴッデスラナー",0,"",0,0,1,0,0,"ModelChara#1768",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_Sophia.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,73,"ui/icon/004000/004071.tex",30105,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
99,"スターライト・ベアー",0,"",0,0,1,0,0,"ModelChara#1658",2,"",45,15,70,1,2,"MountCustomize#9","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,74,"ui/icon/004000/004102.tex",3253,65,False,12,3,70,0,"MountAction#32",False,True,False,False,False,0,0,False,False,9,19,41,False,38,False
100,"ブラックペガサス",0,"",0,0,1,0,0,"ModelChara#1472",2,"",45,15,80,1,2,"MountCustomize#24","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,75,"ui/icon/004000/004072.tex",3021,65,False,0,0,60,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
101,"アリダイオス",0,"",0,0,1,0,0,"ModelChara#1704",2,"",45,15,15,1,2,"MountCustomize#38","music/ffxiv/BGM_Ride_Alex2.scd","SE_Bt_Etc_AlxWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_AlxBye",0,10,False,False,0,0,0,0,76,"ui/icon/004000/004073.tex",10600,100,False,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,18,21,41,False,40,False
102,"雷剛",0,"",0,0,1,0,0,"ModelChara#1587",2,"",45,70,70,1,2,"MountCustomize#39","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,79,"ui/icon/004000/004076.tex",40602,100,False,0,0,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
103,"ネロ専用魔導アーマー",0,"",0,0,1,0,0,"ModelChara#2",2,"",45,0,15,0,0,"MountCustomize#0","music/ffxiv/BGM_Ride_MagitekSpecial.scd","SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,327681,0,0,-1,,0,77,False,0,0,70,0,"MountAction#23",False,False,False,False,False,0,0,False,False,30,23,41,False,40,False
104,"デモンラナー",0,"",0,0,1,0,0,"ModelChara#1857",2,"",45,15,70,1,2,"MountCustomize#28","music/ffxiv/BGM_Ride_Demon.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,77,"ui/icon/004000/004077.tex",30106,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
105,"鳳凰",0,"",0,0,1,0,0,"ModelChara#1765",2,"",45,15,70,1,2,"MountCustomize#46","music/ffxiv/BGM_Ride_Bcomp.scd","SE_Bt_Etc_HououWhistle","SE_Bt_Etc_HououBye","SE_Bt_Etc_HououBye",20,10,False,True,0,0,0,0,78,"ui/icon/004000/004078.tex",30150,55,False,0,0,60,0,"MountAction#0",True,False,False,False,False,0,0,False,False,18,21,41,False,42,False
106,"エッグシステム",0,"",0,0,1,0,0,"ModelChara#1777",2,"",45,15,15,1,0,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EggBye",0,10,False,True,0,0,0,0,80,"ui/icon/004000/004079.tex",16030,100,False,0,0,70,0,"MountAction#25",True,True,False,False,False,0,0,False,False,17,18,39,False,40,False
107,"",0,"",0,0,1,0,0,"ModelChara#1777",2,"",45,15,15,1,0,"MountCustomize#0","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EggBye",0,10,False,True,0,0,0,0,-1,,0,100,False,0,0,70,0,"MountAction#24",False,False,False,False,False,0,0,False,False,17,18,39,False,40,False
108,"ローン・ヘルハウンド",0,"",0,0,1,0,0,"ModelChara#1276",2,"",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,81,"ui/icon/004000/004080.tex",3300,65,False,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
109,"パック・ヘルハウンド",0,"",0,0,1,0,0,"ModelChara#1837",2,"",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,82,"ui/icon/004000/004081.tex",3301,65,False,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
110,"アルコンズ・チェアー",0,"",0,0,1,0,0,"ModelChara#1776",2,"",45,15,15,1,2,"MountCustomize#41","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_IsuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IsuBye",0,10,False,True,0,0,0,0,83,"ui/icon/004000/004084.tex",16040,100,False,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,17,19,39,False,38,False
111,"シルドラ",0,"",0,0,1,0,0,"ModelChara#1676",2,"",45,70,70,1,2,"MountCustomize#42","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_ShirudoraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ShirudoraBye",20,10,False,True,0,0,0,0,95,"ui/icon/004000/004085.tex",7020,100,False,0,0,100,0,"MountAction#0",True,False,False,False,False,0,0,False,False,17,19,41,False,40,False
112,"ファルコン号",0,"",0,0,1,0,0,"ModelChara#1773",2,"",45,15,15,3,4,"MountCustomize#43","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,False,True,0,0,0,0,96,"ui/icon/004000/004086.tex",10080,100,False,0,0,100,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,22,41,False,40,False
113,"ローン・フェイハウンド",0,"",0,0,1,0,0,"ModelChara#1858",2,"",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,85,"ui/icon/004000/004082.tex",3302,65,False,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
114,"パック・フェイハウンド",0,"",0,0,1,0,0,"ModelChara#1876",2,"",45,15,70,1,0,"MountCustomize#40","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,84,"ui/icon/004000/004083.tex",3303,65,False,0,6,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
115,"美のカムイ",0,"",0,0,1,0,0,"ModelChara#1835",2,"",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_Lakshmi.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,86,"ui/icon/004000/004087.tex",30200,100,False,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
116,"豪のカムイ",0,"",0,0,1,0,0,"ModelChara#1836",2,"",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_Susano.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,87,"ui/icon/004000/004088.tex",30201,100,False,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
117,"",0,"",0,0,1,0,0,"ModelChara#1894",2,"",45,15,70,1,0,"MountCustomize#46","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#0",True,False,False,False,False,0,0,False,False,18,21,41,False,42,False
118,"",0,"",0,0,1,0,0,"ModelChara#1995",2,"",45,15,15,5,2,"MountCustomize#45","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,,0,100,False,9,3,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,9,19,41,False,40,False
119,"",0,"",0,0,1,0,0,"ModelChara#1953",2,"",45,15,70,1,2,"MountCustomize#28","music/ex2/BGM_EX2_Mount01.scd","SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,-1,,0,90,False,0,0,50,0,"MountAction#0",False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
120,"",0,"",0,0,1,0,0,"ModelChara#1952",2,"",45,15,15,0,0,"MountCustomize#5","music/ffxiv/BGM_EX1_Ride_FlyingMount.scd","SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,-1,,0,65,False,0,0,100,0,"MountAction#0",False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
