key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5113,,"Battalion#4","LinkRace#0",0,0.65,"ModelChara#1271","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5114,,"Battalion#4","LinkRace#0",0,3,"ModelChara#385","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5115,,"Battalion#4","LinkRace#0",0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5116,,"Battalion#4","LinkRace#0",0,1.75,"ModelChara#42","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5117,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#604","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5118,,"Battalion#4","LinkRace#0",0,1.4,"ModelChara#955","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5119,,"Battalion#4","LinkRace#0",0,1.1,"ModelChara#1271","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5120,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#385","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5121,,"Battalion#4","LinkRace#0",0,2,"ModelChara#1346","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5122,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#606","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5123,,"Battalion#4","LinkRace#0",0,1,"ModelChara#610","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5124,,"Battalion#4","LinkRace#0",0,2,"ModelChara#608","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5125,,"Battalion#4","LinkRace#0",0,2,"ModelChara#612","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5126,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1349","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5127,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1373","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5128,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5129,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#313",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5130,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#314",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5131,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#315",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5132,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#178","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5133,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#1304","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5134,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5135,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#678","BNpcCustomize#0","NpcEquip#0",0,0,False,,3,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5136,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1294","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5137,,"Battalion#4","LinkRace#0",0,2,"ModelChara#101","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5138,,"Battalion#0","LinkRace#0",0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,3,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5139,,"Battalion#4","LinkRace#0",2,1.25,"ModelChara#1234","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5140,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1374","BNpcCustomize#0","NpcEquip#0",0,2,True,,3,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5141,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#1372","BNpcCustomize#0","NpcEquip#0",0,2,True,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5142,,"Battalion#4","LinkRace#0",0,2,"ModelChara#1208","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5143,,"Battalion#4","LinkRace#0",0,2,"ModelChara#1311","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5144,,"Battalion#4","LinkRace#0",0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5145,,"Battalion#4","LinkRace#0",2,1.5,"ModelChara#1351","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5146,,"Battalion#4","LinkRace#0",0,2,"ModelChara#1273","BNpcCustomize#0","NpcEquip#1126",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5147,,"Battalion#4","LinkRace#0",0,1.3,"ModelChara#1276","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5148,,"Battalion#4","LinkRace#0",0,1.3,"ModelChara#216","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5149,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#592","NpcEquip#1115",0,0,False,,0,"BNpcParts#0",1,False,True,True,False,0,0,0,False,False
5150,,"Battalion#4","LinkRace#0",3,1,"ModelChara#360","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5151,,"Battalion#4","LinkRace#0",3,1,"ModelChara#146","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5152,,"Battalion#4","LinkRace#0",3,1,"ModelChara#1315","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5153,,"Battalion#4","LinkRace#0",3,1,"ModelChara#34","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5154,,"Battalion#4","LinkRace#0",3,1,"ModelChara#95","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5155,,"Battalion#4","LinkRace#0",3,1.3,"ModelChara#192","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5156,,"Battalion#4","LinkRace#0",3,0.9,"ModelChara#1416","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5157,,"Battalion#4","LinkRace#0",3,1,"ModelChara#839","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5158,,"Battalion#4","LinkRace#0",3,1,"ModelChara#60","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5159,,"Battalion#4","LinkRace#0",3,1,"ModelChara#359","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5160,,"Battalion#4","LinkRace#0",0,1,"ModelChara#481","BNpcCustomize#0","NpcEquip#0",0,2,True,,3,"BNpcParts#0",1,False,False,False,False,0,0,0,False,False
5161,,"Battalion#4","LinkRace#0",0,1,"ModelChara#481","BNpcCustomize#0","NpcEquip#0",0,2,True,,3,"BNpcParts#0",1,False,False,False,False,0,0,0,False,False
5162,,"Battalion#4","LinkRace#0",3,1.5,"ModelChara#1045","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5163,,"Battalion#4","LinkRace#0",3,1,"ModelChara#1297","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5164,,"Battalion#4","LinkRace#0",3,1.5,"ModelChara#1301","BNpcCustomize#0","NpcEquip#1124",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5165,,"Battalion#4","LinkRace#0",3,1,"ModelChara#104","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5166,,"Battalion#4","LinkRace#0",3,0.6,"ModelChara#1036","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5167,,"Battalion#4","LinkRace#0",6,1.65,"ModelChara#1281","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5168,,"Battalion#4","LinkRace#0",0,3,"ModelChara#1367","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5169,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#1362","BNpcCustomize#0","NpcEquip#0",0,0,True,,3,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5170,,"Battalion#4","LinkRace#0",6,4,"ModelChara#1274","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5171,,"Battalion#4","LinkRace#0",0,1.8,"ModelChara#1381","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5172,,"Battalion#4","LinkRace#0",2,1,"ModelChara#1270","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5173,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#1378","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5174,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#49","BNpcCustomize#0","NpcEquip#0",0,0,True,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5175,,"Battalion#4","LinkRace#0",0,2,"ModelChara#14","BNpcCustomize#0","NpcEquip#360",3314,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5176,,"Battalion#4","LinkRace#0",0,1.3,"ModelChara#572","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5177,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#10","BNpcCustomize#0","NpcEquip#343",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5178,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1347","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5179,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1348","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5180,,"Battalion#4","LinkRace#0",6,2.3,"ModelChara#1369","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5181,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1350","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5182,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1349","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5183,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1371","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5184,,"Battalion#4","LinkRace#0",0,1,"ModelChara#41","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5185,,"Battalion#4","LinkRace#0",6,2.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#1127",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5186,,"Battalion#4","LinkRace#0",0,1,"ModelChara#612","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5187,,"Battalion#4","LinkRace#0",0,1,"ModelChara#1361","BNpcCustomize#0","NpcEquip#0",0,2,True,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5188,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#314",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5189,,"Battalion#4","LinkRace#0",0,1,"ModelChara#610","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5190,,"Battalion#4","LinkRace#0",0,1,"ModelChara#41","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5191,,"Battalion#4","LinkRace#0",2,2.5,"ModelChara#1298","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5192,,"Battalion#4","LinkRace#0",2,2.5,"ModelChara#1299","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5193,,"Battalion#4","LinkRace#0",0,2,"ModelChara#1368","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5194,,"Battalion#4","LinkRace#0",0,2,"ModelChara#1308","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5195,,"Battalion#4","LinkRace#0",0,3,"ModelChara#1309","BNpcCustomize#0","NpcEquip#0",0,9,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5196,,"Battalion#4","LinkRace#0",0,3,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5197,,"Battalion#4","LinkRace#0",0,1,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5198,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#1360","BNpcCustomize#0","NpcEquip#0",0,2,True,,3,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5199,,"Battalion#4","LinkRace#0",0,0.35,"ModelChara#1339","BNpcCustomize#0","NpcEquip#0",0,0,True,,15,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5200,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#145","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5201,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#646","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5202,,"Battalion#4","LinkRace#0",0,1,"ModelChara#645","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5203,,"Battalion#4","LinkRace#0",2,3.8,"ModelChara#1067","BNpcCustomize#0","NpcEquip#1125",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5204,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1128",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5205,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1129",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5206,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1130",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5207,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1131",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5208,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1132",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5209,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1133",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5210,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1134",7631,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5211,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1135",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5212,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1136",3573,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5213,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1137",7632,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5214,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1138",3574,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5215,,"Battalion#4","LinkRace#0",0,2.2,"ModelChara#1250","BNpcCustomize#0","NpcEquip#1139",3574,0,False,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5216,,"Battalion#4","LinkRace#0",0,3.8,"ModelChara#1232","BNpcCustomize#0","NpcEquip#0",0,2,True,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5217,,"Battalion#4","LinkRace#0",0,1,"ModelChara#769","BNpcCustomize#0","NpcEquip#0",0,0,True,,3,"BNpcParts#0",1,False,False,True,False,0,0,0,False,False
5218,,"Battalion#4","LinkRace#0",0,1,"ModelChara#819","BNpcCustomize#0","NpcEquip#0",0,0,True,,3,"BNpcParts#0",1,False,False,True,False,0,0,0,False,False
5219,,"Battalion#4","LinkRace#0",0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,0,"BNpcParts#0",1,True,False,True,False,0,0,0,False,False
5220,,"Battalion#4","LinkRace#0",2,2,"ModelChara#1328","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5221,,"Battalion#4","LinkRace#0",37,1.4,"ModelChara#1303","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5222,,"Battalion#4","LinkRace#0",34,1.2,"ModelChara#1310","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5223,,"Battalion#4","LinkRace#0",35,1.4,"ModelChara#1338","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5224,,"Battalion#13","LinkRace#0",33,1,"ModelChara#1302","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5225,,"Battalion#0","LinkRace#0",0,0,"ModelChara#0","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",0,False,False,False,False,0,0,0,False,False
5226,,"Battalion#0","LinkRace#0",0,0,"ModelChara#0","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",0,False,False,False,False,0,0,0,False,False
5227,,"Battalion#0","LinkRace#0",0,0,"ModelChara#0","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",0,False,False,False,False,0,0,0,False,False
5228,,"Battalion#0","LinkRace#0",0,0,"ModelChara#0","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",0,False,False,False,False,0,0,0,False,False
5229,,"Battalion#0","LinkRace#0",0,0,"ModelChara#0","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",0,False,False,False,False,0,0,0,False,False
5230,,"Battalion#4","LinkRace#0",3,1.8,"ModelChara#949","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5231,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#213","NpcEquip#175",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5232,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#1101","BNpcCustomize#0","NpcEquip#934",0,0,False,"ArrayEventHandler#853208",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5233,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#1101","BNpcCustomize#0","NpcEquip#936",0,0,False,"ArrayEventHandler#853209",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5234,,"Battalion#4","LinkRace#0",0,1,"ModelChara#239","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853212",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5235,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#1101","BNpcCustomize#0","NpcEquip#935",0,0,False,"ArrayEventHandler#853213",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5236,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#1101","BNpcCustomize#0","NpcEquip#934",0,0,False,"ArrayEventHandler#853228",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5237,,"Battalion#4","LinkRace#0",0,0.7,"ModelChara#604","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853214",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5238,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#645","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853215",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5239,,"Battalion#4","LinkRace#0",0,0.7,"ModelChara#905","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853216",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5240,,"Battalion#4","LinkRace#0",0,1,"ModelChara#727","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853217",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5241,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#985","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853218",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5242,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#1064","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853219",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5243,,"Battalion#4","LinkRace#0",0,1,"ModelChara#331","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853220",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5244,,"Battalion#4","LinkRace#0",0,0.5,"ModelChara#1054","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853221",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5245,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5246,,"Battalion#4","LinkRace#0",0,0.8,"ModelChara#645","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853222",0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5247,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#678","BNpcCustomize#0","NpcEquip#0",0,0,False,,3,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5248,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#1410","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,False,True,True,False,0,0,0,False,False
5249,,"Battalion#4","LinkRace#0",0,1,"ModelChara#295","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5250,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#31","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5251,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#31","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5252,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#595","NpcEquip#1140",0,0,False,,0,"BNpcParts#0",1,False,True,True,False,0,0,0,False,False
5253,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#1158","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5254,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#167","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5255,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#228","BNpcCustomize#0","NpcEquip#0",3294,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5256,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#221","NpcEquip#227",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5257,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#221","NpcEquip#227",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
5258,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#223","NpcEquip#227",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,False,False
